Recall;NFS;MI;MacroF1
-1;0.266129032;-0.388976548;-0.998871208
-0.999840992;0.685483871;-0.810135494;-0.994358778
-1;0.322580645;-0.450691622;-0.999790942
-0.999840828;0.653225806;-0.804419207;-0.993815908
-1;0.290322581;-0.424715785;-0.999790942
-1;0.282258065;-0.410799536;-0.999122025
-1;0.346774194;-0.489482151;-0.999372857
-1;0.298387097;-0.432971277;-0.999581894
-1;0.274193548;-0.40299927;-0.999122025
-1;0.314516129;-0.451190937;-0.999665512
-1;0.330645161;-0.46427352;-0.998787606
-0.999841194;0.64516129;-0.787150565;-0.995027008
-1;0.459677419;-0.605693768;-0.998369617
-1;0.564516129;-0.715396419;-0.996405595
-1;0.338709677;-0.47780687;-0.999581894
-1;0.282258065;-0.398645294;-0.999205634
-1;0.306451613;-0.438170462;-0.999540086
-1;0.338709677;-0.478296242;-0.998871208
-1;0.451612903;-0.593817632;-0.999038418
-0.999841017;0.677419355;-0.801812193;-0.994442302
-1;0.475806452;-0.622957985;-0.99694875
-1;0.370967742;-0.514467624;-0.999289245
-1;0.322580645;-0.459936788;-0.999665512
-1;0.629032258;-0.783548035;-0.994734741
-1;0.467741935;-0.616555897;-0.998369617
-0.999841245;0.637096774;-0.778453247;-0.99519408
-0.99984132;0.580645161;-0.734348351;-0.995444699
-1;0.5;-0.647625894;-0.998077049
-1;0.387096774;-0.524526797;-0.999038418
-0.999840967;0.661290323;-0.805552495;-0.994275255
-1;0.467741935;-0.602905825;-0.998578607
-1;0.35483871;-0.491750066;-0.999414663
-0.999841446;0.532258065;-0.683811751;-0.995862427
-1;0.387096774;-0.534191966;-0.998620406
-1;0.524193548;-0.672685616;-0.997074103
-1;0.419354839;-0.55911519;-0.998954812
-1;0.516129032;-0.66545631;-0.995611866
-0.999841509;0.596774194;-0.749477252;-0.996071305
-0.99984127;0.548387097;-0.702926276;-0.995277619
-1;0.419354839;-0.562517423;-0.998787606
-0.999841684;0.572580645;-0.724560514;-0.996656212
-1;0.35483871;-0.497282416;-0.999289245
-0.999841245;0.629032258;-0.769632686;-0.99519408
-1;0.580645161;-0.716925157;-0.99694875
-1;0.540322581;-0.689897263;-0.997074103
-1;0.508064516;-0.659242582;-0.996656274
-1;0.588709677;-0.740972507;-0.994692977
-1;0.653225806;-0.791719831;-0.994484163
-1;0.443548387;-0.59766768;-0.998077049
-1;0.443548387;-0.58500041;-0.998871208
-1;0.435483871;-0.576146805;-0.998954812
-1;0.491935484;-0.639598477;-0.997993462
-0.999841295;0.596774194;-0.752467163;-0.995361158
-1;0.60483871;-0.75703671;-0.99481827
-1;0.637096774;-0.791492744;-0.994734741
-1;0.379032258;-0.524075721;-0.998453212
-1;0.661290323;-0.800572095;-0.994484163
-1;0.403225806;-0.540094767;-0.999122025
-1;0.451612903;-0.596969613;-0.998662205
-0.999840967;0.620967742;-0.774958999;-0.994275255
-1;0.483870968;-0.635889916;-0.997366606
-1;0.379032258;-0.516569868;-0.999080221
-1;0.475806452;-0.621773562;-0.998077049
-0.999840942;0.612903226;-0.767119861;-0.994191735
-1;0.532258065;-0.682079905;-0.996405595
-1;0.330645161;-0.461305639;-0.999498278
-1;0.435483871;-0.578262397;-0.998787606
-0.999840967;0.653225806;-0.797607786;-0.994275255
-1;0.5;-0.6499658;-0.997450182
-1;0.475806452;-0.610850534;-0.998578607
-1;0.483870968;-0.63346859;-0.997742709
-1;0.491935484;-0.641137148;-0.997533759
-1;0.370967742;-0.515458784;-0.999080221
-1;0.39516129;-0.544285066;-0.998745805
-1;0.427419355;-0.56818216;-0.999247439
-0.999841584;0.516129032;-0.665248926;-0.99632197
-1;0.411290323;-0.561001344;-0.998745805
-0.999841156;0.612903226;-0.766771104;-0.994901708
-1;0.620967742;-0.774638004;-0.994776505
-1;0.370967742;-0.504177926;-0.999581894
-0.99984103;0.685483871;-0.805474426;-0.994484064
-1;0.524193548;-0.6732351;-0.995820729
-1;0.540322581;-0.690282985;-0.996739837
-1;0.435483871;-0.586499361;-0.9977845
-1;0.556451613;-0.708155708;-0.996113153
-1;0.572580645;-0.723757214;-0.996238483
-1;0.548387097;-0.699384138;-0.996113153
-1;0.508064516;-0.656453217;-0.997993462
-0.999841559;0.540322581;-0.692260603;-0.996238413
-0.999841295;0.588709677;-0.742420729;-0.995361158
-0.999841333;0.60483871;-0.761377194;-0.99548647
-0.999840992;0.677419355;-0.802190785;-0.994358778
-1;0.362903226;-0.50663146;-0.999163829
-1;0.588709677;-0.730744041;-0.995904277
-1;0.362903226;-0.506522915;-0.999289245
-1;0.411290323;-0.553187132;-0.998871208
-1;0.483870968;-0.630600886;-0.998202433
-1;0.387096774;-0.532233174;-0.99891301
-1;0.379032258;-0.520103947;-0.99891301
-0.999841396;0.524193548;-0.675975587;-0.995695331
-0.999841383;0.556451613;-0.710428189;-0.995653558
-1;0.435483871;-0.579145012;-0.998704005
-1;0.491935484;-0.641642513;-0.997450182
-1;0.532258065;-0.680623913;-0.996990534
-1;0.516129032;-0.663851312;-0.996865184
-1;0.540322581;-0.655216696;-0.998077049
\n;;;
-1;0.282258065;-0.390923029;-0.999749132
-0.999841371;0.733870968;-0.83000628;-0.995611786
-0.999841144;0.685483871;-0.850340279;-0.994859942
-0.999842321;0.217741935;-0.293471811;-0.998787582
-1;0.338709677;-0.457240121;-0.999790942
-1;0.661290323;-0.827885515;-0.994024803
-1;0.241935484;-0.364492295;-0.999749132
-0.999842383;0.233870968;-0.323043582;-0.998996595
-0.999842433;0.225806452;-0.302980619;-0.999163813
-1;0.25;-0.372453724;-0.998453212
-0.999841421;0.725806452;-0.821490516;-0.995778878
-0.999841609;0.612903226;-0.7701401;-0.996405528
-1;0.580645161;-0.732105935;-0.996530933
-0.999841747;0.677419355;-0.776225312;-0.996865125
-0.999841245;0.669354839;-0.841972767;-0.99519408
-1;0.564516129;-0.72160705;-0.996113153
-0.999841421;0.709677419;-0.81850311;-0.995778878
-0.999842333;0.370967742;-0.523553348;-0.998829384
-0.999841922;0.516129032;-0.683337237;-0.997450133
-1;0.290322581;-0.403017708;-0.999749132
-0.999841647;0.629032258;-0.785913205;-0.996530868
-1;0.596774194;-0.759780879;-0.994484163
-1;0.39516129;-0.550669865;-0.999205634
-1;0.39516129;-0.549002018;-0.999414663
-0.999841572;0.701612903;-0.802864036;-0.996280192
-0.999842333;0.322580645;-0.468558546;-0.998829384
-1;0.379032258;-0.531134979;-0.999581894
-1;0.467741935;-0.628595839;-0.998453212
-0.999842197;0.451612903;-0.614141848;-0.998369586
-0.999841772;0.5;-0.666606942;-0.996948693
-0.99984196;0.572580645;-0.726865977;-0.997575502
-1;0.338709677;-0.487493803;-0.999581894
-0.999842594;0.290322581;-0.404240156;-0.999707316
-0.999841997;0.459677419;-0.622433233;-0.997700874
-0.999841282;0.693548387;-0.847219412;-0.995319388
-1;0.459677419;-0.620220528;-0.998453212
-0.999842532;0.274193548;-0.414787162;-0.999498268
-0.999842259;0.35483871;-0.505477807;-0.998578579
-1;0.346774194;-0.496259562;-0.999581894
-1;0.387096774;-0.541033374;-0.999122025
-0.999841684;0.580645161;-0.746609561;-0.996656212
-1;0.322580645;-0.468002428;-0.998996615
-1;0.274193548;-0.411481902;-0.999581894
-1;0.588709677;-0.752090941;-0.995862503
-1;0.419354839;-0.576792397;-0.998745805
-0.99984247;0.258064516;-0.383478384;-0.999289231
-1;0.298387097;-0.441364139;-0.999289245
-1;0.330645161;-0.434434998;-0.999665512
-1;0.306451613;-0.448662188;-0.999498278
-1;0.362903226;-0.512435139;-0.999498278
-0.999841282;0.64516129;-0.803707443;-0.995319388
-0.999841371;0.661290323;-0.811015555;-0.995611786
-0.999842309;0.516129032;-0.670975373;-0.998745781
-1;0.411290323;-0.564878362;-0.998787606
-1;0.435483871;-0.588329823;-0.997157673
-1;0.298387097;-0.441307173;-0.999581894
-0.999841308;0.629032258;-0.79872528;-0.995402929
-0.999842358;0.443548387;-0.594863067;-0.998912989
-1;0.540322581;-0.701259585;-0.995570095
-1;0.548387097;-0.709241668;-0.995570095
-0.999841722;0.588709677;-0.742485073;-0.996781559
-0.999841245;0.661290323;-0.8332042;-0.99519408
-0.999841345;0.653225806;-0.82609968;-0.995528242
-1;0.60483871;-0.767274982;-0.994860035
-0.999842544;0.379032258;-0.533230639;-0.999540077
-1;0.5;-0.66163683;-0.996029602
-0.999842396;0.411290323;-0.568617674;-0.999038399
-0.99984206;0.524193548;-0.688916304;-0.997909836
-0.99984127;0.685483871;-0.836110952;-0.995277619
-1;0.282258065;-0.420391933;-0.999581894
-0.999842072;0.475806452;-0.641141437;-0.997951629
-1;0.290322581;-0.432486611;-0.999581894
-1;0.451612903;-0.611617486;-0.998453212
-1;0.314516129;-0.453759701;-0.997450182
-0.99984132;0.596774194;-0.764120595;-0.995444699
-1;0.532258065;-0.694163568;-0.995361243
-1;0.483870968;-0.637870389;-0.996865184
-0.999841972;0.467741935;-0.631451052;-0.997617292
-1;0.475806452;-0.636171325;-0.996865184
-0.999842159;0.483870968;-0.644475049;-0.998244195
-0.999841609;0.60483871;-0.762158018;-0.996405528
-0.999842197;0.443548387;-0.606197139;-0.998369586
-1;0.693548387;-0.839037626;-0.994484163
-1;0.548387097;-0.715657944;-0.995528324
-1;0.637096774;-0.79381001;-0.994275358
-0.999842234;0.508064516;-0.669956747;-0.998494981
-0.999842383;0.35483871;-0.504384246;-0.998996595
-1;0.637096774;-0.802058677;-0.994024803
-0.999842333;0.491935484;-0.65193082;-0.998829384
-0.999841282;0.620967742;-0.788768569;-0.995319388
-0.999841308;0.556451613;-0.723703648;-0.995402929
-0.999841333;0.709677419;-0.840250257;-0.99548647
-0.999842346;0.435483871;-0.596296276;-0.998871186
-1;0.258064516;-0.381268615;-0.998453212
-0.999842383;0.403225806;-0.560544065;-0.998996595
-1;0.266129032;-0.392923713;-0.998453212
-0.999842544;0.314516129;-0.460153455;-0.999540077
-1;0.508064516;-0.655535766;-0.998077049
-0.999841735;0.491935484;-0.657589123;-0.996823342
-0.99984252;0.330645161;-0.478023537;-0.99945646
-1;0.620967742;-0.751933828;-0.995946052
-1;0.387096774;-0.538935245;-0.999540086
-1;0.653225806;-0.818205466;-0.994609451
-0.999842358;0.419354839;-0.578414147;-0.998912989
-0.999841722;0.620967742;-0.777680001;-0.996781559
-0.999842346;0.427419355;-0.587477423;-0.998871186
-1;0.338709677;-0.479238311;-0.999707322
-1;0.330645161;-0.477253559;-0.999122025
-1;0.572580645;-0.723119585;-0.996238483
-1;0.266129032;-0.392106006;-0.999205634
-0.99984127;0.64516129;-0.817108007;-0.995277619
\n;;;
-1;0.233870968;-0.359465426;-0.998578607
-1;0.387096774;-0.533696927;-0.999581894
-0.99960443;0.564516129;-0.72349957;-0.996697901
-0.999841232;0.741935484;-0.839756476;-0.995152312
-1;0.709677419;-0.803565804;-0.994150079
-1;0.274193548;-0.415520307;-0.999498278
-1;0.266129032;-0.395902867;-0.998578607
-1;0.322580645;-0.4687091;-0.999456471
-1;0.39516129;-0.551350711;-0.999205634
-1;0.282258065;-0.424239858;-0.999540086
-1;0.60483871;-0.76511079;-0.994692977
-0.999841333;0.717741935;-0.812989226;-0.99548647
-1;0.35483871;-0.506861103;-0.999205634
-0.99984252;0.35483871;-0.499909873;-0.99945646
-0.999841396;0.612903226;-0.758019402;-0.995695331
-0.99984201;0.572580645;-0.710468858;-0.997742666
-1;0.64516129;-0.733924555;-0.99694875
-0.999842358;0.314516129;-0.455732176;-0.998912989
-1;0.459677419;-0.613917895;-0.998244229
-1;0.483870968;-0.643484924;-0.997408394
-1;0.346774194;-0.491715201;-0.998871208
-1;0.25;-0.380281558;-0.999540086
-1;0.241935484;-0.368430242;-0.997826292
-1;0.387096774;-0.539400131;-0.997533759
-1;0.637096774;-0.769731123;-0.994734741
-1;0.475806452;-0.623177449;-0.997993462
-1;0.306451613;-0.451617059;-0.999372857
-1;0.330645161;-0.478375781;-0.999205634
-1;0.588709677;-0.675401876;-0.99749197
-0.999841144;0.709677419;-0.837957911;-0.994859942
-1;0.241935484;-0.368268559;-0.998578607
-0.999841257;0.661290323;-0.80443207;-0.995235849
-1;0.346774194;-0.487230445;-0.999163829
-1;0.411290323;-0.569293796;-0.998871208
-1;0.443548387;-0.604152686;-0.998411414
-1;0.435483871;-0.595337795;-0.998411414
-1;0.427419355;-0.58222422;-0.99891301
-1;0.25;-0.380858894;-0.999372857
-1;0.540322581;-0.704642912;-0.996572713
-1;0.298387097;-0.433742348;-0.999581894
-1;0.290322581;-0.425317311;-0.999540086
-0.999841232;0.693548387;-0.820113156;-0.995152312
-0.999841308;0.588709677;-0.744138365;-0.995402929
-1;0.419354839;-0.573677584;-0.999080221
-1;0.258064516;-0.388828208;-0.999540086
-1;0.338709677;-0.482884487;-0.998787606
-0.99984127;0.725806452;-0.821817878;-0.995277619
-1;0.403225806;-0.557574504;-0.997993462
-1;0.524193548;-0.68162387;-0.995653638
-0.999841232;0.733870968;-0.830726611;-0.995152312
-0.999842035;0.532258065;-0.687671908;-0.99782625
-0.999841634;0.596774194;-0.728405935;-0.996489088
-0.999604462;0.580645161;-0.741324006;-0.996739684
-1;0.475806452;-0.636969978;-0.997868084
-1;0.556451613;-0.720067636;-0.996614493
-1;0.701612903;-0.795299358;-0.994734741
-1;0.314516129;-0.444392923;-0.999456471
-1;0.532258065;-0.682671233;-0.99694875
-0.999605055;0.524193548;-0.667558138;-0.997533642
-0.999841257;0.629032258;-0.789677707;-0.995235849
-1;0.443548387;-0.599148742;-0.998453212
-1;0.451612903;-0.607954305;-0.997408394
-1;0.419354839;-0.577315313;-0.998244229
-1;0.685483871;-0.784785072;-0.994860035
-1;0.661290323;-0.778039126;-0.994776505
-0.99984242;0.411290323;-0.564912666;-0.999122008
-1;0.548387097;-0.672080579;-0.997700918
-0.999842072;0.556451613;-0.692624103;-0.997951629
-1;0.314516129;-0.454604464;-0.999289245
-0.999841684;0.564516129;-0.716842354;-0.996656212
-0.999841559;0.596774194;-0.737683296;-0.996238413
-0.99984171;0.580645161;-0.723198242;-0.996739776
-0.999842159;0.516129032;-0.634141927;-0.998244195
-1;0.64516129;-0.734556681;-0.996698055
-1;0.548387097;-0.704948653;-0.996238483
-0.99960546;0.483870968;-0.640712831;-0.998076957
-0.999841383;0.693548387;-0.78834232;-0.995653558
-1;0.362903226;-0.516228904;-0.998327821
-0.999841947;0.451612903;-0.609483884;-0.997533712
-0.999841308;0.620967742;-0.780447667;-0.995402929
-1;0.701612903;-0.800578398;-0.994484163
-1;0.491935484;-0.653534497;-0.997617338
-1;0.379032258;-0.518162637;-0.999122025
-1;0.677419355;-0.775931492;-0.994860035
-1;0.564516129;-0.727506346;-0.996154929
-1;0.669354839;-0.786807693;-0.994776505
-1;0.467741935;-0.615922685;-0.998369617
-0.999841207;0.685483871;-0.821217966;-0.995068776
-1;0.298387097;-0.433792297;-0.999498278
-0.99984242;0.370967742;-0.519751101;-0.999122008
-0.999841219;0.677419355;-0.811916651;-0.995110544
-0.999841885;0.540322581;-0.692195448;-0.997324768
-1;0.306451613;-0.435541392;-0.999456471
-0.99984252;0.370967742;-0.518487843;-0.99945646
-0.999842197;0.516129032;-0.633576508;-0.998369586
-0.999841282;0.637096774;-0.789435653;-0.995319388
-0.99960602;0.427419355;-0.586216475;-0.99882935
-1;0.338709677;-0.478683809;-0.999331051
-1;0.629032258;-0.759856885;-0.995820729
-0.999841659;0.629032258;-0.749492783;-0.996572649
-0.999841219;0.693548387;-0.829455665;-0.995110544
-1;0.298387097;-0.437255166;-0.998244229
-0.999841609;0.629032258;-0.753049427;-0.996405528
-1;0.362903226;-0.51555435;-0.999163829
-1;0.435483871;-0.586770844;-0.998578607
-1;0.379032258;-0.533178591;-0.998954812
-1;0.491935484;-0.626611807;-0.998160638
-1;0.467741935;-0.627035024;-0.997575548
-1;0.508064516;-0.658212907;-0.997324819
-0.999841785;0.548387097;-0.696517038;-0.996990478
-1;0.491935484;-0.64064904;-0.997951669
\n;;;
-1;0.669354839;-0.82346233;-0.994943566
-1;0.209677419;-0.28398491;-0.999665512
-0.99984127;0.677419355;-0.834773268;-0.995277619
-1;0.653225806;-0.80584293;-0.99481827
-0.999841308;0.685483871;-0.844532794;-0.995402929
-1;0.282258065;-0.41893279;-0.999832753
-1;0.201612903;-0.316572186;-0.999163829
-1;0.217741935;-0.308572778;-0.999832753
-1;0.330645161;-0.47386631;-0.999456471
-0.999842594;0.241935484;-0.365031274;-0.999707316
-1;0.661290323;-0.816677451;-0.995194168
-1;0.39516129;-0.540846283;-0.998996615
-1;0.411290323;-0.5625568;-0.999163829
-0.999841559;0.629032258;-0.79362635;-0.996238413
-1;0.346774194;-0.491750676;-0.999372857
-1;0.637096774;-0.788393196;-0.995361243
-1;0.298387097;-0.438311388;-0.999581894
-1;0.266129032;-0.397498587;-0.999832753
-0.99984247;0.403225806;-0.551897376;-0.999289231
-1;0.209677419;-0.325979329;-0.999331051
-1;0.629032258;-0.780480478;-0.995528324
-1;0.516129032;-0.667178998;-0.998202433
-1;0.443548387;-0.596179819;-0.998996615
-0.999841383;0.669354839;-0.826234708;-0.995653558
-0.999841985;0.596774194;-0.765125363;-0.997659083
-0.999842433;0.322580645;-0.46452343;-0.999163813
-0.999841559;0.637096774;-0.802536381;-0.996238413
-1;0.64516129;-0.804838514;-0.995194168
-1;0.290322581;-0.427923474;-0.999581894
-1;0.403225806;-0.550077911;-0.999080221
-1;0.274193548;-0.41093745;-0.999790942
-0.99984252;0.338709677;-0.481645852;-0.99945646
-1;0.241935484;-0.355096829;-0.998996615
-1;0.266129032;-0.402857048;-0.999790942
-0.999842606;0.233870968;-0.356484638;-0.999749127
-0.999842594;0.225806452;-0.345733328;-0.999707316
-0.999842209;0.548387097;-0.705427927;-0.998411384
-1;0.370967742;-0.517600292;-0.999456471
-1;0.233870968;-0.328789729;-0.999498278
-1;0.572580645;-0.7266223;-0.997450182
-1;0.306451613;-0.447181337;-0.999456471
-0.999842309;0.443548387;-0.601349112;-0.998745781
-1;0.306451613;-0.445477582;-0.999832753
-1;0.25;-0.379794059;-0.999832753
-1;0.564516129;-0.717898146;-0.99749197
-1;0.467741935;-0.623843768;-0.998787606
-0.999842296;0.419354839;-0.573997561;-0.99870398
-0.999842309;0.411290323;-0.566891603;-0.998745781
-0.999842396;0.435483871;-0.589569021;-0.999038399
-0.999842284;0.475806452;-0.636704428;-0.998662179
-1;0.225806452;-0.345164448;-0.998704005
-1;0.274193548;-0.407860572;-0.999832753
-1;0.217741935;-0.308744103;-0.999749132
-1;0.338709677;-0.480814217;-0.999581894
-0.99984196;0.580645161;-0.748658407;-0.997575502
-1;0.298387097;-0.43294551;-0.999832753
-1;0.572580645;-0.73289902;-0.997074103
-0.999842284;0.467741935;-0.627901295;-0.998662179
-1;0.314516129;-0.454588085;-0.999581894
-1;0.524193548;-0.684004287;-0.997951669
-0.999842284;0.459677419;-0.619219195;-0.998662179
-1;0.491935484;-0.648880455;-0.998996615
-1;0.427419355;-0.579756251;-0.999289245
-0.999842271;0.483870968;-0.643429677;-0.998620379
-0.999842047;0.580645161;-0.73933233;-0.997868043
-0.999842507;0.241935484;-0.37866418;-0.999414652
-1;0.459677419;-0.61585234;-0.999163829
-1;0.435483871;-0.587668498;-0.999414663
-0.99984196;0.588709677;-0.751645813;-0.997575502
-0.999842333;0.5;-0.659239929;-0.998829384
-1;0.35483871;-0.499362224;-0.999080221
-0.99984247;0.322580645;-0.46229657;-0.999289231
-0.999842383;0.451612903;-0.610418551;-0.998996595
-1;0.483870968;-0.641915667;-0.998829407
-1;0.596774194;-0.755142854;-0.996405595
-0.999842383;0.290322581;-0.430616636;-0.998996595
-1;0.379032258;-0.527413832;-0.999289245
-0.999842246;0.540322581;-0.698856554;-0.99853678
-1;0.314516129;-0.454626459;-0.999498278
-0.999841747;0.620967742;-0.776457359;-0.996865125
-0.999842296;0.475806452;-0.633512406;-0.99870398
-0.999842495;0.346774194;-0.495064531;-0.999372845
-1;0.362903226;-0.506161451;-0.998787606
-1;0.427419355;-0.581030549;-0.999163829
-0.999842544;0.362903226;-0.508590646;-0.999540077
-0.999841985;0.60483871;-0.768282891;-0.997659083
-0.999842321;0.540322581;-0.687093862;-0.998787582
-0.999842284;0.524193548;-0.687322512;-0.998662179
-0.999842047;0.532258065;-0.695962453;-0.997868043
-0.999842284;0.532258065;-0.690309918;-0.998662179
-0.999842209;0.556451613;-0.713887813;-0.998411384
-1;0.419354839;-0.571147814;-0.999289245
-1;0.387096774;-0.531134191;-0.999289245
-0.999841985;0.588709677;-0.749073173;-0.997659083
-1;0.612903226;-0.770745848;-0.996530933
-1;0.596774194;-0.756691753;-0.995987826
-0.999841622;0.612903226;-0.774106326;-0.996447308
-1;0.508064516;-0.660719391;-0.998996615
-1;0.379032258;-0.525365283;-0.999372857
-1;0.258064516;-0.388875889;-0.998787606
-1;0.387096774;-0.532857633;-0.998244229
-1;0.370967742;-0.518149175;-0.998662205
-0.999842321;0.548387097;-0.695896995;-0.998787582
-1;0.588709677;-0.741308646;-0.997199459
-1;0.5;-0.660468505;-0.998620406
-0.999841584;0.653225806;-0.817975569;-0.99632197
-1;0.362903226;-0.504805085;-0.999707322
-1;0.451612903;-0.60505462;-0.999414663
-1;0.556451613;-0.716944075;-0.997241245
-1;0.532258065;-0.679692063;-0.998202433
-1;0.564516129;-0.72726738;-0.997283032
-0.999842594;0.217741935;-0.335461402;-0.999707316
-1;0.35483871;-0.495799301;-0.999414663
-1;0.258064516;-0.388562626;-0.999832753
\n;;;
-1;0.685483871;-0.813323115;-0.995194168
-1;0.629032258;-0.799057381;-0.994776505
-1;0.588709677;-0.742362327;-0.996447374
-1;0.314516129;-0.462232578;-0.999707322
-1;0.225806452;-0.358522413;-0.999289245
-0.999841345;0.572580645;-0.739777071;-0.995528242
-1;0.233870968;-0.372202914;-0.999289245
-1;0.241935484;-0.377812158;-0.999289245
-1;0.669354839;-0.812074809;-0.995403012
-1;0.282258065;-0.427358669;-0.999623703
-1;0.524193548;-0.688538349;-0.997241245
-1;0.620967742;-0.785569219;-0.994985332
-1;0.540322581;-0.703155334;-0.997032318
-1;0.419354839;-0.577374618;-0.998954812
-1;0.427419355;-0.587454392;-0.998787606
-1;0.556451613;-0.720545047;-0.996906967
-1;0.411290323;-0.564913572;-0.999122025
-1;0.25;-0.389891143;-0.999289245
-1;0.266129032;-0.408697994;-0.999247439
-1;0.387096774;-0.543277027;-0.999581894
-1;0.572580645;-0.73973927;-0.995778956
-1;0.346774194;-0.498452296;-0.999581894
-1;0.274193548;-0.418928096;-0.999623703
-1;0.39516129;-0.549428059;-0.998829407
-1;0.580645161;-0.746964982;-0.995778956
-1;0.387096774;-0.538410319;-0.999623703
-1;0.564516129;-0.718957787;-0.997074103
-1;0.596774194;-0.763767572;-0.9951524
-1;0.661290323;-0.806551639;-0.995194168
-1;0.379032258;-0.530808398;-0.999498278
-1;0.362903226;-0.515542185;-0.999707322
-1;0.35483871;-0.508010857;-0.999205634
-1;0.362903226;-0.516796647;-0.999331051
-1;0.459677419;-0.614989613;-0.998787606
-1;0.637096774;-0.778417467;-0.996363816
-1;0.338709677;-0.487841786;-0.999707322
-1;0.548387097;-0.704031674;-0.997366606
-1;0.419354839;-0.579700034;-0.997826292
-1;0.483870968;-0.634378198;-0.998536808
-1;0.637096774;-0.796079097;-0.995403012
-1;0.346774194;-0.496692618;-0.999707322
-1;0.370967742;-0.523980514;-0.999581894
-1;0.596774194;-0.75881834;-0.995611866
-1;0.298387097;-0.44504753;-0.999623703
-1;0.379032258;-0.533553591;-0.999331051
-1;0.548387097;-0.711376881;-0.995277705
-1;0.661290323;-0.803222545;-0.995403012
-1;0.64516129;-0.78886458;-0.996322038
-1;0.322580645;-0.471084842;-0.999707322
-1;0.314516129;-0.463751131;-0.999623703
-1;0.39516129;-0.553335701;-0.99849501
-1;0.516129032;-0.678365216;-0.997617338
-1;0.612903226;-0.780929059;-0.995194168
-1;0.370967742;-0.524734739;-0.999331051
-1;0.491935484;-0.653246017;-0.998035255
-1;0.629032258;-0.770280295;-0.996698055
-1;0.508064516;-0.673689346;-0.996572713
-1;0.330645161;-0.477396104;-0.999707322
-1;0.588709677;-0.753209096;-0.995444783
-1;0.435483871;-0.593047968;-0.99891301
-1;0.258064516;-0.39407204;-0.999289245
-1;0.258064516;-0.399680175;-0.999247439
-1;0.443548387;-0.605869783;-0.998244229
-1;0.403225806;-0.559982627;-0.997909876
-1;0.475806452;-0.639385187;-0.997617338
-1;0.508064516;-0.669514384;-0.997533759
-1;0.564516129;-0.728583673;-0.995486553
-1;0.60483871;-0.743231215;-0.996614493
-1;0.5;-0.66666289;-0.997366606
-1;0.653225806;-0.799208151;-0.995235936
-1;0.330645161;-0.47985905;-0.999581894
-1;0.451612903;-0.614691119;-0.998327821
-1;0.64516129;-0.788863148;-0.996363816
