"Generation","Time","cores","pause"
1,3.15129613876343,"1","0.01"
2,4.66390609741211,"1","0.01"
3,5.9386739730835,"1","0.01"
4,7.17889809608459,"1","0.01"
5,8.50442004203796,"1","0.01"
6,9.79127812385559,"1","0.01"
7,11.1570160388947,"1","0.01"
8,12.5664370059967,"1","0.01"
9,14.113046169281,"1","0.01"
10,15.5195050239563,"1","0.01"
11,16.9542961120605,"1","0.01"
12,18.3511180877686,"1","0.01"
13,19.7928521633148,"1","0.01"
14,21.1806101799011,"1","0.01"
15,22.8698711395264,"1","0.01"
16,24.2191860675812,"1","0.01"
17,25.7770700454712,"1","0.01"
18,27.1064569950104,"1","0.01"
19,28.6095790863037,"1","0.01"
20,30.1454491615295,"1","0.01"
21,31.351389169693,"1","0.01"
22,32.8467919826508,"1","0.01"
23,34.2591321468353,"1","0.01"
24,35.6761629581451,"1","0.01"
25,37.346883058548,"1","0.01"
26,38.6622929573059,"1","0.01"
27,39.998733997345,"1","0.01"
28,41.5232810974121,"1","0.01"
29,42.8230240345001,"1","0.01"
30,44.0818951129913,"1","0.01"
31,45.4406850337982,"1","0.01"
32,46.9352581501007,"1","0.01"
33,48.4456040859222,"1","0.01"
34,49.8163120746613,"1","0.01"
35,51.1163170337677,"1","0.01"
36,52.4450809955597,"1","0.01"
37,53.7194499969482,"1","0.01"
38,55.1112570762634,"1","0.01"
39,56.4859240055084,"1","0.01"
40,57.8652560710907,"1","0.01"
41,59.2074761390686,"1","0.01"
42,60.5016369819641,"1","0.01"
43,61.9298000335693,"1","0.01"
44,63.3357441425323,"1","0.01"
45,64.5969150066376,"1","0.01"
46,65.8941121101379,"1","0.01"
47,67.3621490001678,"1","0.01"
48,68.5604929924011,"1","0.01"
49,69.9208240509033,"1","0.01"
50,71.1612010002136,"1","0.01"
51,72.5029900074005,"1","0.01"
52,73.7325069904327,"1","0.01"
53,75.0759129524231,"1","0.01"
54,76.3663260936737,"1","0.01"
55,77.6289801597595,"1","0.01"
56,78.9855101108551,"1","0.01"
57,80.4272999763489,"1","0.01"
58,81.8029420375824,"1","0.01"
59,83.284765958786,"1","0.01"
60,84.5422279834747,"1","0.01"
61,85.7145421504974,"1","0.01"
62,87.0207540988922,"1","0.01"
63,88.4764111042023,"1","0.01"
64,89.7202081680298,"1","0.01"
65,91.1279661655426,"1","0.01"
66,92.4897260665894,"1","0.01"
67,93.7725470066071,"1","0.01"
68,95.1151931285858,"1","0.01"
69,96.5249741077423,"1","0.01"
70,97.9552211761475,"1","0.01"
71,99.3315279483795,"1","0.01"
72,100.712567090988,"1","0.01"
73,102.068593978882,"1","0.01"
74,103.313097000122,"1","0.01"
75,104.702629089355,"1","0.01"
76,106.014526128769,"1","0.01"
77,107.42530298233,"1","0.01"
78,108.818603992462,"1","0.01"
79,110.224665164948,"1","0.01"
80,111.638255119324,"1","0.01"
81,112.905946969986,"1","0.01"
82,114.298213005066,"1","0.01"
83,115.796898126602,"1","0.01"
84,117.2496509552,"1","0.01"
85,118.685302972794,"1","0.01"
86,120.224883079529,"1","0.01"
87,121.544445991516,"1","0.01"
88,122.695877075195,"1","0.01"
89,124.035915136337,"1","0.01"
90,125.405421972275,"1","0.01"
91,126.73425412178,"1","0.01"
92,128.110327005386,"1","0.01"
93,129.496289968491,"1","0.01"
94,130.773287057877,"1","0.01"
95,132.160886049271,"1","0.01"
96,133.562888145447,"1","0.01"
97,134.913773059845,"1","0.01"
98,136.259772062302,"1","0.01"
99,137.616461038589,"1","0.01"
100,138.835658073425,"1","0.01"
1,22.4483590126038,"1","0.1"
2,32.6687681674957,"1","0.1"
3,41.5207161903381,"1","0.1"
4,50.7134070396423,"1","0.1"
5,59.022842168808,"1","0.1"
6,68.8223190307617,"1","0.1"
7,78.1345911026001,"1","0.1"
8,87.9533660411835,"1","0.1"
9,97.3993101119995,"1","0.1"
10,106.38321518898,"1","0.1"
11,116.727902173996,"1","0.1"
12,125.534550189972,"1","0.1"
13,134.921365022659,"1","0.1"
14,145.016743183136,"1","0.1"
15,153.890565156937,"1","0.1"
16,163.707802057266,"1","0.1"
17,173.15832400322,"1","0.1"
18,183.439331054688,"1","0.1"
19,192.454704046249,"1","0.1"
20,202.348580121994,"1","0.1"
21,212.090813159943,"1","0.1"
22,221.140129089355,"1","0.1"
23,230.802378177643,"1","0.1"
24,239.955108165741,"1","0.1"
25,250.218048095703,"1","0.1"
26,260.187129020691,"1","0.1"
27,269.443444013596,"1","0.1"
28,278.94188117981,"1","0.1"
29,288.464093208313,"1","0.1"
30,297.443209171295,"1","0.1"
31,307.13724398613,"1","0.1"
32,317.114253044128,"1","0.1"
33,326.062588214874,"1","0.1"
34,336.137683153152,"1","0.1"
35,345.131697177887,"1","0.1"
36,354.055022001266,"1","0.1"
37,363.956730127335,"1","0.1"
38,373.994227170944,"1","0.1"
39,384.454399108887,"1","0.1"
40,393.678411006927,"1","0.1"
41,404.090359210968,"1","0.1"
42,414.147055149078,"1","0.1"
43,423.237181186676,"1","0.1"
44,433.408523082733,"1","0.1"
45,442.504831075668,"1","0.1"
46,452.205039024353,"1","0.1"
47,462.476994037628,"1","0.1"
48,472.637766122818,"1","0.1"
49,481.548869132996,"1","0.1"
50,490.434774160385,"1","0.1"
51,500.17605805397,"1","0.1"
52,509.311625003815,"1","0.1"
53,518.516199111938,"1","0.1"
54,527.133838176727,"1","0.1"
55,536.835817098618,"1","0.1"
56,545.918015003204,"1","0.1"
57,555.501244068146,"1","0.1"
58,564.683865070343,"1","0.1"
59,573.72696518898,"1","0.1"
60,583.947189092636,"1","0.1"
61,592.90750002861,"1","0.1"
62,602.598563194275,"1","0.1"
63,612.317351102829,"1","0.1"
64,622.931017160416,"1","0.1"
65,632.910886049271,"1","0.1"
66,643.060643196106,"1","0.1"
67,651.496867179871,"1","0.1"
68,660.562798023224,"1","0.1"
69,670.055232048035,"1","0.1"
70,680.018796205521,"1","0.1"
71,688.612704992294,"1","0.1"
72,698.78820514679,"1","0.1"
73,708.622718095779,"1","0.1"
74,719.417744159698,"1","0.1"
75,729.302832126617,"1","0.1"
76,737.851832151413,"1","0.1"
77,747.067016124725,"1","0.1"
78,756.363510131836,"1","0.1"
79,765.347511053085,"1","0.1"
80,774.429438114166,"1","0.1"
81,782.7794880867,"1","0.1"
82,792.500147104263,"1","0.1"
83,802.939897060394,"1","0.1"
84,813.314310073853,"1","0.1"
85,822.471315145493,"1","0.1"
86,832.809720993042,"1","0.1"
87,842.212532043457,"1","0.1"
88,851.219514131546,"1","0.1"
89,860.650611162186,"1","0.1"
90,870.132486104965,"1","0.1"
91,879.818694114685,"1","0.1"
92,889.297152996063,"1","0.1"
93,899.116941213608,"1","0.1"
94,908.359633207321,"1","0.1"
95,917.966174125671,"1","0.1"
96,928.133016109467,"1","0.1"
97,936.661642074585,"1","0.1"
98,945.059031009674,"1","0.1"
99,954.682445049286,"1","0.1"
100,964.24158000946,"1","0.1"
1,186.507890939713,"1","1"
2,277.627296924591,"1","1"
3,357.48521399498,"1","1"
4,435.722531080246,"1","1"
5,513.500200986862,"1","1"
6,594.408406019211,"1","1"
7,675.285494089127,"1","1"
8,758.912019014359,"1","1"
9,852.806694984436,"1","1"
10,936.59193611145,"1","1"
11,1024.89007496834,"1","1"
12,1110.83574199677,"1","1"
13,1196.84353709221,"1","1"
14,1279.56911993027,"1","1"
15,1369.50653290749,"1","1"
16,1448.39352989197,"1","1"
17,1537.17660808563,"1","1"
18,1621.79296207428,"1","1"
19,1712.55553102493,"1","1"
20,1804.51750397682,"1","1"
21,1880.10894393921,"1","1"
22,1964.80069303513,"1","1"
23,2050.58155703545,"1","1"
24,2138.79994106293,"1","1"
25,2224.4428319931,"1","1"
26,2305.46420001984,"1","1"
27,2389.44590091705,"1","1"
28,2485.08692789078,"1","1"
29,2562.6978020668,"1","1"
30,2643.31622600555,"1","1"
31,2731.13839507103,"1","1"
32,2823.36958503723,"1","1"
33,2919.70190095901,"1","1"
34,3004.4823679924,"1","1"
35,3083.0033659935,"1","1"
36,3169.65621590614,"1","1"
37,3249.39843511581,"1","1"
38,3337.74528098106,"1","1"
39,3427.21116805077,"1","1"
40,3514.1298429966,"1","1"
41,3598.1026289463,"1","1"
42,3682.41502094269,"1","1"
43,3773.09273195267,"1","1"
44,3860.54307603836,"1","1"
45,3942.72024202347,"1","1"
46,4025.96954894066,"1","1"
47,4117.68818211555,"1","1"
48,4196.17186689377,"1","1"
49,4282.19741511345,"1","1"
50,4362.54826998711,"1","1"
51,4447.16008496284,"1","1"
52,4523.41939806938,"1","1"
53,4610.92076206207,"1","1"
54,4692.8800110817,"1","1"
55,4772.63290810585,"1","1"
56,4861.20705699921,"1","1"
57,4952.03847002983,"1","1"
58,5037.44845199585,"1","1"
59,5132.56560397148,"1","1"
60,5215.49755191803,"1","1"
61,5291.87181401253,"1","1"
62,5375.41877102852,"1","1"
63,5466.796022892,"1","1"
64,5549.40893101692,"1","1"
65,5636.41097903252,"1","1"
66,5724.4418900013,"1","1"
67,5807.9666159153,"1","1"
68,5892.91327500343,"1","1"
69,5982.70579195023,"1","1"
70,6073.61178302765,"1","1"
71,6157.46501803398,"1","1"
72,6247.63148808479,"1","1"
73,6336.19600200653,"1","1"
74,6417.49868512154,"1","1"
75,6503.42989492416,"1","1"
76,6589.72596597672,"1","1"
77,6677.37881493568,"1","1"
78,6765.7496380806,"1","1"
79,6858.41283607483,"1","1"
80,6943.01190400124,"1","1"
81,7023.92683696747,"1","1"
82,7115.0715110302,"1","1"
83,7210.83035111427,"1","1"
84,7304.52273988724,"1","1"
85,7398.75450801849,"1","1"
86,7494.82308602333,"1","1"
87,7575.17947006226,"1","1"
88,7650.67636203766,"1","1"
89,7734.65888810158,"1","1"
90,7819.63343191147,"1","1"
91,7907.18014597893,"1","1"
92,7995.90319299698,"1","1"
93,8082.22176504135,"1","1"
94,8166.55843400955,"1","1"
95,8253.91998100281,"1","1"
96,8340.36706995964,"1","1"
97,8428.24066591263,"1","1"
98,8515.16744089127,"1","1"
99,8599.89486503601,"1","1"
100,8679.72675204277,"1","1"
1,373.620820999146,"1","2"
2,557.078109025955,"1","2"
3,718.623900175095,"1","2"
4,875.581251144409,"1","2"
5,1032.29217410088,"1","2"
6,1195.63015604019,"1","2"
7,1358.09382009506,"1","2"
8,1526.6954061985,"1","2"
9,1716.29113411903,"1","2"
10,1885.27989506721,"1","2"
11,2063.22570919991,"1","2"
12,2237.63183999062,"1","2"
13,2411.31074500084,"1","2"
14,2578.64647912979,"1","2"
15,2760.14532804489,"1","2"
16,2918.97289919853,"1","2"
17,3097.77230906487,"1","2"
18,3269.38773012161,"1","2"
19,3451.89618706703,"1","2"
20,3636.87502217293,"1","2"
21,3789.64125013351,"1","2"
22,3960.91787314415,"1","2"
23,4135.44195199013,"1","2"
24,4312.50062012672,"1","2"
25,4485.57688903809,"1","2"
26,4648.23292207718,"1","2"
27,4816.58334302902,"1","2"
28,5015.20708012581,"1","2"
29,5171.79730820656,"1","2"
30,5333.0396630764,"1","2"
31,5508.23985910416,"1","2"
32,5691.35717916489,"1","2"
33,5882.87315917015,"1","2"
34,6051.74542999268,"1","2"
35,6208.13226819038,"1","2"
36,6378.96950221062,"1","2"
37,6539.83495616913,"1","2"
38,6716.0624961853,"1","2"
39,6896.37841415405,"1","2"
40,7070.20962619781,"1","2"
41,7237.59323000908,"1","2"
42,7407.43213820457,"1","2"
43,7588.57297921181,"1","2"
44,7764.39763402939,"1","2"
45,7928.95155620575,"1","2"
46,8127.12033319473,"1","2"
47,8313.71924901009,"1","2"
48,8474.70706105232,"1","2"
49,8645.52482700348,"1","2"
50,8805.47478508949,"1","2"
51,8974.15707302094,"1","2"
52,9127.70876121521,"1","2"
53,9303.75320315361,"1","2"
54,9467.47857117653,"1","2"
55,9625.79749703407,"1","2"
56,9802.42644810677,"1","2"
57,9984.96564912796,"1","2"
58,10156.7177271843,"1","2"
59,10347.1090221405,"1","2"
60,10513.319494009,"1","2"
61,10667.2622990608,"1","2"
62,10835.4657871723,"1","2"
63,11017.7397542,"1","2"
64,11181.9031100273,"1","2"
65,11356.8067450523,"1","2"
66,11533.8693611622,"1","2"
67,11702.5332520008,"1","2"
68,11872.9767520428,"1","2"
69,12053.416383028,"1","2"
70,12235.119571209,"1","2"
71,12402.6725671291,"1","2"
72,12583.0490109921,"1","2"
73,12761.5414090157,"1","2"
74,12925.5210411549,"1","2"
75,13097.5610530376,"1","2"
76,13271.8707389832,"1","2"
77,13448.2646751404,"1","2"
78,13624.5860791206,"1","2"
79,13808.3713970184,"1","2"
80,13977.6983520985,"1","2"
81,14139.0468301773,"1","2"
82,14320.644963026,"1","2"
83,14513.6642861366,"1","2"
84,14699.5626251698,"1","2"
85,14887.0172610283,"1","2"
86,15078.4310071468,"1","2"
87,15239.4705691338,"1","2"
88,15390.6871039867,"1","2"
89,15558.8051371574,"1","2"
90,15728.8496911526,"1","2"
91,15901.737814188,"1","2"
92,16077.1153111458,"1","2"
93,16248.8569722176,"1","2"
94,16416.6763269901,"1","2"
95,16590.4733850956,"1","2"
96,16764.7654461861,"1","2"
97,16940.6097531319,"1","2"
98,17115.2093031406,"1","2"
99,17343.0212051868,"1","2"
100,17502.6529560089,"1","2"
1,5.50609707832336,"2","0.01"
2,6.72850513458252,"2","0.01"
3,7.712247133255,"2","0.01"
4,8.70350313186646,"2","0.01"
5,9.63671612739563,"2","0.01"
6,10.9110209941864,"2","0.01"
7,11.8350870609283,"2","0.01"
8,12.7991149425507,"2","0.01"
9,13.6935710906982,"2","0.01"
10,15.5000760555267,"2","0.01"
11,16.4563920497894,"2","0.01"
12,17.3416860103607,"2","0.01"
13,18.2000789642334,"2","0.01"
14,19.1794199943542,"2","0.01"
15,20.0605020523071,"2","0.01"
16,20.9773161411285,"2","0.01"
17,21.8850049972534,"2","0.01"
18,22.7828569412231,"2","0.01"
19,23.6115989685059,"2","0.01"
20,24.5298449993134,"2","0.01"
21,25.4055790901184,"2","0.01"
22,26.8588781356812,"2","0.01"
23,27.7447321414948,"2","0.01"
24,28.4911029338837,"2","0.01"
25,29.4374279975891,"2","0.01"
26,30.3566131591797,"2","0.01"
27,31.5902271270752,"2","0.01"
28,32.4973440170288,"2","0.01"
29,33.4373660087585,"2","0.01"
30,34.3307740688324,"2","0.01"
31,35.2828130722046,"2","0.01"
32,36.2385900020599,"2","0.01"
33,37.131343126297,"2","0.01"
34,38.0887379646301,"2","0.01"
35,38.9347550868988,"2","0.01"
36,39.8322730064392,"2","0.01"
37,40.7659540176392,"2","0.01"
38,41.6793370246887,"2","0.01"
39,42.6897521018982,"2","0.01"
40,43.8872900009155,"2","0.01"
41,45.1478660106659,"2","0.01"
42,46.116532087326,"2","0.01"
43,46.9133059978485,"2","0.01"
44,47.7750499248505,"2","0.01"
45,48.6499381065369,"2","0.01"
46,50.1348240375519,"2","0.01"
47,51.109913110733,"2","0.01"
48,52.0864009857178,"2","0.01"
49,52.9530920982361,"2","0.01"
50,53.897360086441,"2","0.01"
51,54.8546299934387,"2","0.01"
52,55.6302189826965,"2","0.01"
53,56.5254409313202,"2","0.01"
54,57.3712749481201,"2","0.01"
55,58.2542431354523,"2","0.01"
56,59.1425609588623,"2","0.01"
57,60.0222611427307,"2","0.01"
58,60.8618459701538,"2","0.01"
59,61.8339829444885,"2","0.01"
60,62.787563085556,"2","0.01"
61,63.7830440998077,"2","0.01"
62,64.7098319530487,"2","0.01"
63,65.5435431003571,"2","0.01"
64,66.7501361370087,"2","0.01"
65,67.6300070285797,"2","0.01"
66,68.6165361404419,"2","0.01"
67,69.4595990180969,"2","0.01"
68,70.4039039611816,"2","0.01"
69,71.3807089328766,"2","0.01"
70,72.7377171516418,"2","0.01"
71,73.6743500232697,"2","0.01"
72,74.674868106842,"2","0.01"
73,75.6106989383698,"2","0.01"
74,76.6745021343231,"2","0.01"
75,77.7162840366364,"2","0.01"
76,78.6462559700012,"2","0.01"
77,79.5897200107574,"2","0.01"
78,80.5270910263062,"2","0.01"
79,81.8228490352631,"2","0.01"
80,82.9350941181183,"2","0.01"
81,83.8222079277039,"2","0.01"
82,84.7054409980774,"2","0.01"
83,85.6219720840454,"2","0.01"
84,86.5703959465027,"2","0.01"
85,87.4545209407806,"2","0.01"
86,88.403519153595,"2","0.01"
87,89.2869350910187,"2","0.01"
88,90.0697810649872,"2","0.01"
89,90.8892590999603,"2","0.01"
90,91.689738035202,"2","0.01"
91,92.5764970779419,"2","0.01"
92,93.7354891300201,"2","0.01"
93,94.5822761058807,"2","0.01"
94,95.7287080287933,"2","0.01"
95,96.5728080272675,"2","0.01"
96,97.5216431617737,"2","0.01"
97,98.8840780258179,"2","0.01"
98,99.700590133667,"2","0.01"
99,100.568251132965,"2","0.01"
100,101.802844047546,"2","0.01"
1,15.9530649185181,"2","0.1"
2,21.5486419200897,"2","0.1"
3,26.4183630943298,"2","0.1"
4,31.1811759471893,"2","0.1"
5,35.5134320259094,"2","0.1"
6,40.497761964798,"2","0.1"
7,45.2647299766541,"2","0.1"
8,50.4608919620514,"2","0.1"
9,55.2902810573578,"2","0.1"
10,60.2396249771118,"2","0.1"
11,65.5807030200958,"2","0.1"
12,70.0850219726562,"2","0.1"
13,74.8753819465637,"2","0.1"
14,80.0596139431,"2","0.1"
15,84.5819370746613,"2","0.1"
16,89.5290200710297,"2","0.1"
17,94.2886259555817,"2","0.1"
18,99.2496070861816,"2","0.1"
19,103.692673921585,"2","0.1"
20,108.664338111877,"2","0.1"
21,113.54052400589,"2","0.1"
22,118.059937953949,"2","0.1"
23,123.125792980194,"2","0.1"
24,127.641268968582,"2","0.1"
25,132.878834009171,"2","0.1"
26,137.842324018478,"2","0.1"
27,142.517216920853,"2","0.1"
28,147.277777910233,"2","0.1"
29,152.09304690361,"2","0.1"
30,156.641442060471,"2","0.1"
31,161.589236021042,"2","0.1"
32,166.674024105072,"2","0.1"
33,171.233216047287,"2","0.1"
34,176.324069023132,"2","0.1"
35,180.840294122696,"2","0.1"
36,185.672913074493,"2","0.1"
37,190.640532970428,"2","0.1"
38,195.609101057053,"2","0.1"
39,200.758733034134,"2","0.1"
40,205.467188119888,"2","0.1"
41,210.640722990036,"2","0.1"
42,215.741230010986,"2","0.1"
43,220.271646976471,"2","0.1"
44,225.347265958786,"2","0.1"
45,229.95517206192,"2","0.1"
46,234.771990060806,"2","0.1"
47,239.814882993698,"2","0.1"
48,244.704092979431,"2","0.1"
49,249.174273967743,"2","0.1"
50,253.657190084457,"2","0.1"
51,258.537353038788,"2","0.1"
52,263.167895078659,"2","0.1"
53,267.870456933975,"2","0.1"
54,272.256474018097,"2","0.1"
55,277.317225933075,"2","0.1"
56,281.930597066879,"2","0.1"
57,286.755844116211,"2","0.1"
58,291.314209938049,"2","0.1"
59,295.832571029663,"2","0.1"
60,300.96710395813,"2","0.1"
61,305.469909906387,"2","0.1"
62,310.717297077179,"2","0.1"
63,315.379827022552,"2","0.1"
64,320.524688959122,"2","0.1"
65,325.593773126602,"2","0.1"
66,330.789422035217,"2","0.1"
67,335.112977981567,"2","0.1"
68,339.761191129684,"2","0.1"
69,344.62747502327,"2","0.1"
70,349.782886981964,"2","0.1"
71,354.202479124069,"2","0.1"
72,359.125283002853,"2","0.1"
73,363.87379693985,"2","0.1"
74,369.17466211319,"2","0.1"
75,374.284641027451,"2","0.1"
76,378.703582048416,"2","0.1"
77,383.479021072388,"2","0.1"
78,388.293158054352,"2","0.1"
79,392.924268960953,"2","0.1"
80,397.52712893486,"2","0.1"
81,401.749855041504,"2","0.1"
82,406.643316030502,"2","0.1"
83,411.776442050934,"2","0.1"
84,416.999274015427,"2","0.1"
85,421.548803091049,"2","0.1"
86,426.759669065475,"2","0.1"
87,431.77873301506,"2","0.1"
88,436.746539115906,"2","0.1"
89,441.425815105438,"2","0.1"
90,446.631160974503,"2","0.1"
91,451.470552921295,"2","0.1"
92,456.472868919373,"2","0.1"
93,461.409989118576,"2","0.1"
94,466.173310041428,"2","0.1"
95,471.316154956818,"2","0.1"
96,476.523008108139,"2","0.1"
97,480.801650047302,"2","0.1"
98,485.045922994614,"2","0.1"
99,489.940346956253,"2","0.1"
100,494.839504957199,"2","0.1"
1,98.3275940418243,"2","1"
2,145.219841957092,"2","1"
3,185.984873056412,"2","1"
4,229.147114038467,"2","1"
5,267.875241994858,"2","1"
6,313.0330119133,"2","1"
7,355.965271949768,"2","1"
8,401.877532958984,"2","1"
9,445.701665878296,"2","1"
10,487.469899892807,"2","1"
11,535.460628986359,"2","1"
12,576.265739917755,"2","1"
13,619.086435079575,"2","1"
14,665.934699058533,"2","1"
15,707.068104982376,"2","1"
16,751.979780912399,"2","1"
17,795.133167028427,"2","1"
18,840.135304927826,"2","1"
19,879.887500047684,"2","1"
20,924.789201021194,"2","1"
21,968.66125702858,"2","1"
22,1009.49815106392,"2","1"
23,1054.43409609795,"2","1"
24,1095.29426789284,"2","1"
25,1143.35312390327,"2","1"
26,1189.25276494026,"2","1"
27,1232.06521201134,"2","1"
28,1275.96437597275,"2","1"
29,1320.88401389122,"2","1"
30,1362.64035105705,"2","1"
31,1408.26342797279,"2","1"
32,1455.03986096382,"2","1"
33,1496.82989406586,"2","1"
34,1543.69264101982,"2","1"
35,1585.63430500031,"2","1"
36,1627.32531809807,"2","1"
37,1673.09960007668,"2","1"
38,1718.85017895699,"2","1"
39,1766.58570694923,"2","1"
40,1808.51055502892,"2","1"
41,1855.47633600235,"2","1"
42,1901.41474795341,"2","1"
43,1942.30812191963,"2","1"
44,1988.19003391266,"2","1"
45,2029.8560500145,"2","1"
46,2073.54105496407,"2","1"
47,2119.04254293442,"2","1"
48,2165.23653388023,"2","1"
49,2205.8979549408,"2","1"
50,2246.80319190025,"2","1"
51,2291.63485097885,"2","1"
52,2333.47458100319,"2","1"
53,2376.2027349472,"2","1"
54,2415.82875704765,"2","1"
55,2459.67414093018,"2","1"
56,2501.54501104355,"2","1"
57,2545.38595509529,"2","1"
58,2587.47738409042,"2","1"
59,2629.24684000015,"2","1"
60,2676.02528595924,"2","1"
61,2716.82996296883,"2","1"
62,2759.6909558773,"2","1"
63,2802.408659935,"2","1"
64,2849.36751794815,"2","1"
65,2894.1522359848,"2","1"
66,2949.34138798714,"2","1"
67,2988.21985292435,"2","1"
68,3030.23616600037,"2","1"
69,3074.20055103302,"2","1"
70,3120.18595290184,"2","1"
71,3159.83069801331,"2","1"
72,3204.72788596153,"2","1"
73,3247.64346909523,"2","1"
74,3295.4878950119,"2","1"
75,3342.4764521122,"2","1"
76,3382.47943091393,"2","1"
77,3425.40963792801,"2","1"
78,3468.3257920742,"2","1"
79,3510.30075597763,"2","1"
80,3552.03738689423,"2","1"
81,3590.86391592026,"2","1"
82,3636.03075408936,"2","1"
83,3682.61448001862,"2","1"
84,3730.12631702423,"2","1"
85,3771.81121587753,"2","1"
86,3818.84427690506,"2","1"
87,3861.95633196831,"2","1"
88,3901.94697189331,"2","1"
89,3944.19744706154,"2","1"
90,3986.1814250946,"2","1"
91,4030.09038496017,"2","1"
92,4073.89453101158,"2","1"
93,4119.18718099594,"2","1"
94,4162.03875994682,"2","1"
95,4205.78494405746,"2","1"
96,4252.86128401756,"2","1"
97,4291.65361309052,"2","1"
98,4330.46138811111,"2","1"
99,4374.50714302063,"2","1"
100,4418.36286401749,"2","1"
1,205.282273054123,"2","2"
2,300.007864952087,"2","2"
3,382.433626890182,"2","2"
4,468.684897899628,"2","2"
5,546.949197053909,"2","2"
6,636.139489889145,"2","2"
7,720.91307592392,"2","2"
8,812.149411916733,"2","2"
9,899.30651307106,"2","2"
10,982.159054994583,"2","2"
11,1077.34189796448,"2","2"
12,1158.35506105423,"2","2"
13,1243.56970000267,"2","2"
14,1336.63820099831,"2","2"
15,1417.79879808426,"2","2"
16,1506.94002604485,"2","2"
17,1592.12959194183,"2","2"
18,1681.13758301735,"2","2"
19,1760.02955389023,"2","2"
20,1848.93275094032,"2","2"
21,1935.78792095184,"2","2"
22,2016.93517208099,"2","2"
23,2106.51150107384,"2","2"
24,2187.59687805176,"2","2"
25,2282.67767500877,"2","2"
26,2374.02434396744,"2","2"
27,2459.29479002953,"2","2"
28,2546.15209007263,"2","2"
29,2635.02004790306,"2","2"
30,2718.18040204048,"2","2"
31,2808.99176597595,"2","2"
32,2902.29363298416,"2","2"
33,2985.17985606194,"2","2"
34,3078.15456008911,"2","2"
35,3161.27346491814,"2","2"
36,3244.32618188858,"2","2"
37,3335.52642607689,"2","2"
38,3426.38825106621,"2","2"
39,3522.38380789757,"2","2"
40,3606.1222589016,"2","2"
41,3700.33803892136,"2","2"
42,3792.45691585541,"2","2"
43,3874.40157794952,"2","2"
44,3966.61484289169,"2","2"
45,4050.61645293236,"2","2"
46,4138.28903102875,"2","2"
47,4229.8986530304,"2","2"
48,4319.91955685616,"2","2"
49,4401.62390995026,"2","2"
50,4483.52144193649,"2","2"
51,4573.28330898285,"2","2"
52,4656.99958705902,"2","2"
53,4743.29123902321,"2","2"
54,4823.83697986603,"2","2"
55,4912.56463694572,"2","2"
56,4997.04910302162,"2","2"
57,5085.44201898575,"2","2"
58,5169.29723191261,"2","2"
59,5253.20603704453,"2","2"
60,5347.73216199875,"2","2"
61,5429.54140806198,"2","2"
62,5515.12042188644,"2","2"
63,5601.02828598022,"2","2"
64,5695.34018707275,"2","2"
65,5785.60586500168,"2","2"
66,5879.34945392609,"2","2"
67,5957.03482699394,"2","2"
68,6040.64601802826,"2","2"
69,6128.27221798897,"2","2"
70,6220.13707494736,"2","2"
71,6299.75643205643,"2","2"
72,6389.48454499245,"2","2"
73,6475.3049519062,"2","2"
74,6571.22201704979,"2","2"
75,6665.14751887321,"2","2"
76,6744.64613986015,"2","2"
77,6830.434278965,"2","2"
78,6916.19478297234,"2","2"
79,6999.66654992104,"2","2"
80,7083.43018102646,"2","2"
81,7160.87645506859,"2","2"
82,7250.72182703018,"2","2"
83,7344.64473199844,"2","2"
84,7440.56507706642,"2","2"
85,7524.24010300636,"2","2"
86,7618.26760697365,"2","2"
87,7704.16298007965,"2","2"
88,7784.06057691574,"2","2"
89,7867.69413805008,"2","2"
90,7951.78795790672,"2","2"
